title,qualifies_wg,disqualification_reason,wg_needs_to_read,relevant_references,notes,author,publication,doi,year,search_venue,institution_lead_author,country_of_study,spatial_scale,time_range,bio_recs_data_analyzed,methods_development,methods_analysis,individual_sp_analysis,community_analysis,compiled_individual_sp_analysis,alien_sp_focus,distribution_change_based_on_specimen_reexamination,testing_spat_bias_correction,(testing other data quality correction),sp_richness,diversity,distribution,phenology,testing_macro_theory,order,taxon,entire_taxon_group,subset_justified,spatial_bias_addressed,spat_bias_correction_method,observer_variability_addressed,data_source,data_tp_what_where_when,data_tp_detection_non_detection,data_tp_known_effort,data_tp_semi_structured,data_tp_museum,data_tp_photo,data_tp_audio,data_tp_video,results_tp_hypothesis_testing,results_tp_prediction,results_tp_descriptive,(prediction performance meausure),(analysis method),multiple_datasets_integrated_for_analysis,(predictor variables),(summary stats),sample_size,voucher_necessary_for_analysis,volume,issue
Aberrant visual circuitry associated with normal spatial match-to-sample accuracy in schizophrenia,FALSE,medicine,NA,NA,NA,"Avsar, Kathy Burton; Stoeckel, Luke Edward; Bolding, Mark Steven; White, David Matthew; Tagamets, Malle Anne; Holcomb, Henry Hilliard; Lahti, Adrienne Carol",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2011.03.008,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,3
Correlation of PET and qEEG in normal subjects,FALSE,medicine,NA,NA,NA,"Alper, Kenneth R.; John, E. Roy; Brodie, Jonathan; Guenther, Wilfred; Daruwala, Raoul; Prichep, Leslie S.",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2005.06.008,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,3
Airway management with the Laryngeal Tube Suction II in a patient with cervical spine injury,FALSE,medicine,NA,NA,NA,"Genzwuerker, HV; Tsagogiorgas, C; Hinkelbein, J; Beck, G",RESUSCITATION,10.1016/j.resuscitation.2004.11.022,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2
Milk bacteriology: Interpreting the results,FALSE,agriculture,NA,NA,NA,"Biggs, A",CATTLE PRACTICE,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
The completion and release of the AAO/UKST H alpha survey,FALSE,astronomy,NA,NA,NA,"Parker, QA; Phillipps, S",Astronomical Society of the Pacific Conference Series,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,NA
Usability Study to Qualify a Dexterous Robotic Manipulator for High Radiation Environments,FALSE,robotics,NA,NA,NA,"French, Richard; Marin-Reyes, Hector; Kourlitis, Evangelos",IEEE International Conference on Emerging Technologies and Factory Automation-ETFA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Errors associated with otter Lutra lutra faecal analysis .2. Estimating prey size distribution from bones recovered in spraints,FALSE,not bio recs data.,NA,NA,NA,"Carss, DN; Elston, DA",JOURNAL OF ZOOLOGY,10.1111/j.1469-7998.1996.tb05397.x,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,NA
Aberrant amygdala intrinsic functional connectivity distinguishes youths with bipolar disorder from those with severe mood dysregulation,FALSE,medicine,NA,NA,NA,"Stoddard, Joel; Hsu, Derek; Reynolds, Richard C.; Brotman, Melissa A.; Ernst, Monique; Pine, Daniel S.; Leibenluft, Ellen; Dickstein, Daniel P.",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2014.11.006,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,2
Local extinction of British farmland birds and the prediction of further loss,TRUE,NA,NA,NA,NA,"Gates, S; Donald, PF",JOURNAL OF APPLIED ECOLOGY,10.1046/j.1365-2664.2000.00549.x,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5
Causes of colony mortality in bumblebees,TRUE,NA,NA,NA,Borderline eligible.  But mostly this seems like citizen science used to gather specific data for a specific study question rather than using location of sp per se.  But I think the original location of nests counts as a use of bio recs data even though subsequently analyzed data is not.,"Goulson, D.; O'Connor, S.; Park, K. J.",ANIMAL CONSERVATION,10.1111/acv.12363,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1
Multi-subject atlas-based auto-segmentation reduces interobserver variation and improves dosimetric parameter consistency for organs at risk in nasopharyngeal carcinoma: A multi-institution clinical study,FALSE,medicine,NA,NA,NA,"Tao, Chang-Juan; Yi, Jun-Lin; Chen, Nian-Yong; Ren, Wei; Cheng, Jason; Tung, Stewart; Kong, Lin; Lin, Shao-Jun; Pan, Jian-Ji; Zhang, Guang-Shun; Hu, Jiang; Qi, Zhen-Yu; Ma, Jun; Lu, Jia-De; Yan, Di; Sun, Ying",RADIOTHERAPY AND ONCOLOGY,10.1016/j.radonc.2015.05.012,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,3
"ANATOMY OF COLYMBOSAURUS MEGADEIRUS (REPTILIA, PLESIOSAURIA) FROM THE KIMMERIDGE CLAY FORMATION OF THE UK, AND HIGH DIVERSITY AMONG LATE JURASSIC PLESIOSAUROIDS",FALSE,fossil only,NA,NA,NA,"Benson, Roger B. J.; Bowdler, Timothy",JOURNAL OF VERTEBRATE PALEONTOLOGY,10.1080/02724634.2014.850087,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,5
How do we improve men's mental health via primary care? An evaluation of the Atlas Men's Well-being Pilot Programme for stressed/distressed men,FALSE,epidemiology,NA,NA,NA,"Cheshire, Anna; Peters, David; Ridge, Damien",BMC FAMILY PRACTICE,10.1186/s12875-016-0410-6,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
A common underlying architecture approach to test systems design,FALSE,not biology,NA,NA,NA,"Macfarlane, SA","AUTOTESTCON '97 - IEEE SYSTEMS READINESS TECHNOLOGY CONFERENCE, 1997 IEEE AUTOTESTCON PROCEEDINGS",10.1109/AUTEST.1997.633685,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Declines in the numbers of amateur and professional taxonomists: implications for conservation,FALSE,not bio recs data.  Publications analyzed.,NA,NA,NA,"Hopkins, GW; Freckleton, RP",ANIMAL CONSERVATION,10.1017/S1367943002002299,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
Introduction: The EU-network CRAYNET-impacts on fundamental questions,FALSE,review or conference report.  No bio recs data.,NA,NA,NA,"Souty-Grosset, C",BULLETIN FRANCAIS DE LA PECHE ET DE LA PISCICULTURE,10.1051/kmae:2005009,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376-77
Relationship between a BDNF gene polymorphism and the brain volume in treatment-naive patients with major depressive disorder: A VBM analysis of brain MRI,FALSE,Medicine,NA,NA,NA,"Ide, Satoru; Kakeda, Shingo; Watanabe, Keita; Yoshimura, Reiji; Abe, Osamu; Hayashi, Kenji; Ueda, Issei; Kishi, Taro; Katsuki, Asuka; Umene-Nakano, Wakako; Iwata, Nakao; Nakamura, Jun; Korogi, Yukunori",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2015.05.016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,2
Effect of the 5-HT1A partial agonist buspirone on regional brain electrical activity in man: a functional neuroimaging study using low-resolution electromagnetic tomography (LORETA),FALSE,medicine,NA,NA,NA,"Anderer, P; Saletu, B; Pascual-Marqui, RD",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/S0925-4927(00)00066-4,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2
Characterisation of the natural environment: quantitative indicators across Europe,FALSE,epidemiology,NA,NA,NA,"Smith, Graham; Cirach, Marta; Swart, Wim; Dedele, Audrius; Gidlow, Christopher; van Kempen, Elise; Kruize, Hanneke; Grazuleviciene, Regina; Nieuwenhuijsen, Mark J.",INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS,10.1186/s12942-017-0090-z,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Legal Abortion Levels and Trends By Woman's Age at Termination,FALSE,medicine,NA,NA,NA,"Sedgh, Gilda; Bankole, Akinrinola; Singh, Susheela; Eilers, Michelle",INTERNATIONAL PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,10.1363/3814312,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3
RADIATION EXPOSURE ASSESSMENT OF A ROBOT HAND SYSTEM,FALSE,robotics,NA,NA,NA,"Kourlitis, Evangelos; French, Richard; Marin-Reyes, Hector",ADVANCES IN COOPERATIVE ROBOTICS,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A comparison of geographical and neighbourhood models for improving atlas databases. The case of the French butterfly atlas,FALSE,wrong geographic area.  France,TRUE,NA,NA,"Dennis, RLH; Shreeve, TG; Sparks, TH; Lhonore, JE",BIOLOGICAL CONSERVATION,10.1016/S0006-3207(02)00101-5,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,2
A new species of giant gecko of the genus Tarentola (Reptilia : Squamata : Gekkonidae) from Jamaica,FALSE,wrong geographic area,NA,NA,NA,"Sprackland, RG; Swinney, GN",JOURNAL OF ZOOLOGY,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,NA
Richard A. Reyment (1926-2016) - Ammonitologist sensu latissimo and founder of Cretaceous Research,FALSE,biography,NA,NA,NA,"Bengtson, Peter",CRETACEOUS RESEARCH,10.1016/j.cretres.2017.11.025,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA
An MRI study of structural variations in schizophrenia using deformation field morphometry,FALSE,medicine,NA,NA,NA,"Yoon, U; Lee, JM; Kwon, JS; Kim, HP; Shin, YW; Ha, TH; Kim, IY; Chang, KH; Kim, SI",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2005.12.005,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,2
Cannibalism versus funerary defleshing and disarticulation after a period of decay: comparisons of bone modifications from four prehistoric sites,FALSE,archaeology,NA,NA,NA,"Bello, Silvia M.; Wallduck, Rosalind; Dimitrijevic, Vesna; Zivaljevic, Ivana; Stringer, Chris B.",AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,10.1002/ajpa.23079,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,4
MBIS: Multivariate Bayesian Image Segmentation tool,FALSE,medicine,NA,NA,NA,"Esteban, Oscar; Wollny, Gert; Gorthi, Subrahmanyam; Ledesma-Carbayo, Maria-J.; Thiran, Jean-Philippe; Santos, Andres; Bach-Cuadra, Meritxell",COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,10.1016/j.cmpb.2014.03.003,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,2
"Atlas of scientific institutions in food science (Scopus, 2003-2013)",FALSE,not bio recs,NA,NA,NA,"Guerrero-Bote, Vicente P.; Olmeda-Gomez, Carlos; Moya-Anegon, Felix",LWT-FOOD SCIENCE AND TECHNOLOGY,10.1016/j.lwt.2015.11.035,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA
Improving 1H MRSI measurement of cerebral lactate for clinical applications,FALSE,medicine,NA,NA,NA,"Corrigan, Neva M.; Richards, Todd L.; Friedman, Seth D.; Petropoulos, Helen; Dager, Stephen R.",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2009.11.007,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,1
Rural healthcare providers question the practicality of motivational interviewing and report varied physical activity counseling experience,FALSE,medicine,NA,NA,NA,"Miller, Stephania T.; Beech, Bettina M.",PATIENT EDUCATION AND COUNSELING,10.1016/j.pec.2008.12.022,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,2
A national review of surgically treated blunt traumatic thoracic aortic transections,FALSE,medicine,NA,NA,NA,"Naughton, PA; Nolke, L; Shaw, C; Healy, DG; O'Donnell, A; Wood, AE",SOLID MECHANICS AND ITS APPLICATIONS,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA
Salvia divinorum: an hallucinogenic mint which might become a new recreational drug in Switzerland,FALSE,not bio recs data.  Museum specimen used for identification.,NA,NA,NA,"Giroud, C; Felber, F; Augsburger, M; Horisberger, B; Rivier, L; Mangin, P",FORENSIC SCIENCE INTERNATIONAL,10.1016/S0379-0738(00)00180-8,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,2-3
Diffusion kurtosis metrics as biomarkers of microstructural development: A comparative study of a group of children and a group of adults,FALSE,medicine,NA,NA,NA,"Grinberg, Farida; Maximov, Ivan I.; Farrher, Ezequiel; Neuner, Irene; Amort, Laura; Thoennessen, Heike; Oberwelland, Eileen; Konrad, Kerstin; Shah, N. Jon",NEUROIMAGE,10.1016/j.neuroimage.2016.08.033,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA
Turnover and trends in butterfly communities on two British tidal islands: stochastic influences and deterministic factors,TRUE,NA,NA,NA,NA,"Dennis, Roger L. H.; Dapporto, Leonardo; Sparks, Tim H.; Williams, Steven R.; Greatorex-Davies, J. Nick; Asher, Jim; Roy, David B.",JOURNAL OF BIOGEOGRAPHY,10.1111/j.1365-2699.2010.02380.x,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,12
Retinoic acid potentiates inflammatory cytokines in human mast cells: Identification of mast cells as prominent constituents of the skin retinoid network,FALSE,medicine,NA,NA,NA,"Sabina, Magda; Guhl, Sven; Motakis, Efthymios; Artuc, Metin; Hazzan, Tarek; Worm, Margitta; Forrest, Alistair R. R.; Zuberbier, Torsten",MOLECULAR AND CELLULAR ENDOCRINOLOGY,10.1016/j.mce.2015.02.019,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,C
Lesions of the dentate and interposed nuclei are associated with impaired prehension in cerebellar patients,FALSE,medicine,NA,NA,NA,"Kueper, M.; Hermsdoerfer, J.; Brandauer, B.; Thuerling, M.; Schoch, B.; Theysohn, N.; Timmann, D.",NEUROSCIENCE LETTERS,10.1016/j.neulet.2011.05.055,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,2
The biodiversity audit approach challenges regional priorities and identifies a mismatch in conservation,TRUE,NA,NA,NA,NA,"Dolman, Paul M.; Panter, Christopher J.; Mossman, Hannah L.",JOURNAL OF APPLIED ECOLOGY,10.1111/j.1365-2664.2012.02174.x,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,5
Economic botany collections: A source of material evidence for exploring historical changes in Chinese medicinal materials,FALSE,wrong geographic area,NA,NA,NA,"Brand, Eric; Leon, Christine; Nesbitt, Mark; Guo, Ping; Huang, Ran; Chen, Hubiao; Liang, Li; Zhao, Zhongzhen",JOURNAL OF ETHNOPHARMACOLOGY,10.1016/j.jep.2017.02.028,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA
"Evidence for contrasting causes of population change in two closely related, sympatric breeding species the Whinchat Saxicola rubetra and Stonechat Saxicola torquata in Britain",TRUE,NA,NA,NA,NA,"Henderson, Ian; Calladine, John; Massimino, Dario; Taylor, Jennifer A.; Gillings, Simon",BIRD STUDY,10.1080/00063657.2014.962482,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,4
Spatial variation in the temporal change of male and female melanic ornamentation in the barn owl,FALSE,museum specimens used for morphology,NA,NA,NA,"Roulin, A.; Antoniazza, S.; Burri, R.",JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/j.1420-9101.2011.02272.x,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,7
TOGA COARE AIRCRAFT MISSION SUMMARY IMAGES - AN ELECTRONIC ATLAS,FALSE,not biology,NA,NA,NA,"YUTER, SE; HOUZE, RA; SMULL, BF; MARKS, FD; DAUGHERTY, JR; BRODZIK, SR",BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,10.1175/1520-0477(1995)076<0319:TCAMSI>2.0.CO;2,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,3
"Revision of the family Sphyriocephalidae Pintner, 1913 (Cestoda: Trypanorhyncha), with the description of Heterosphyriocephalus encarnae n. sp and redescriptions of two species of Sphyriocephalus",FALSE,taxonomy,NA,NA,NA,"Dallares, Sara; Carrasson, Maite; Schaeffner, Bjoern C.",PARASITOLOGY INTERNATIONAL,10.1016/j.parint.2016.08.015,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1
"Plants, people and traditions: ethnobotanical survey in the Lombard Stelvio National Park and neighbouring areas (Central Alps, Italy)",FALSE,wrong geographic area,NA,NA,NA,"Vitalini, Sara; Puricelli, Cristina; Mikerezi, Ilia; Iriti, Marcello",JOURNAL OF ETHNOPHARMACOLOGY,10.1016/j.jep.2015.05.036,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA
SolarB global DataGrid,FALSE,astronomy,NA,NA,NA,"Folkes, Tim; Auden, Elizabeth; Lamb, Paul; Whillock, Matthew; Jensen, Jens; Wild, Matthew",Proceedings of the UK e-Science All Hands Meeting 2006,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The 'giant phyllosoma' are larval stages of Parribacus antarcticus (Decapoda : Scyllaridae),FALSE,taxonomy,NA,NA,NA,"Palero, Ferran; Guerao, Guillermo; Hall, Michael; Chan, Tin Yam; Clark, Paul F.",INVERTEBRATE SYSTEMATICS,10.1071/IS13037,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3
