author,title,year,articleURL,doi
"AB Arrington, SAW Diemont, CT Phillips…",Demographic and landscape-level urban foraging trends in the USA derived from web and mobile app usage,2017,https://academic.oup.com/jue/article-abstract/doi/10.1093/jue/jux006/4056551,NA
"H Rudman, C Bailey-Ross, J Kendal, Z Mursic, A Lloyd…",Deposited in DRO,2017,http://dro.dur.ac.uk/id/document/26465,NA
"EM Dillon, RD Norris, AO Dea",Dermal denticles as a tool to reconstruct shark communities,2017,http://www.int-res.com/abstracts/meps/v566/p117-134/,NA
SRAJ MEENA,DESIGNING AN APPROACH FOR SUSTAINABLE LANDSLIDE INVENTORY MAPPING IN NEPAL,2017,https://www.researchgate.net/profile/Sansar_Raj_Meena/publication/316877839_Designing_an_Approach_for_Sustainable_Landslide_Inventory_Mapping_in_Nepal/links/59156aaeaca27200fe4ec235/Designing-an-Approach-for-Sustainable-Landslide-Inventory-Mapping-in-Nepal.pdf,NA
"HR Sofaer, JJ Barsugli, CS Jarnevich…",Designing ecological climate change impact assessments to reflect key climatic drivers,2017,http://onlinelibrary.wiley.com/doi/10.1111/gcb.13653/full,NA
"G Rapacciuolo, JE Ball-Damerow, AR Zeilinger…",Detecting long-term occupancy changes in Californian odonates from natural history and citizen science records,2017,https://link.springer.com/article/10.1007/s10531-017-1399-4,NA
"PM Wells, J Baverstock, SJ Clark, FM Jiggins, HE Roy…","Determining the effects of life stage, shared prey density and host plant on intraguild predation of a native lacewing (Chrysoperla carnea) by an invasive …",2017,https://link.springer.com/article/10.1007/s10526-016-9775-7,NA
"RJ Dyer, S Gillings, RF Pywell, R Fox…",Developing a biodiversity‐based indicator for large‐scale environmental assessment: a case study of proposed shale gas extraction sites in Britain,2017,http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12784/full,NA
SN Heritage,Developing a mitigation monitoring approach for the A9 and A96 dualling projects,2017,https://www.nature.scot/sites/default/files/2017-11/Publication%202017%20-%20SNH%20Commissioned%20Report%201003%20-%20Developing%20a%20mitigation%20monitoring%20approach%20for%20the%20A9%20and%20A96%20dualling%20projects.pdf,NA
P Nahlik,Developing Integral Ecologists: Description and Analysis of the State of Environmental Education at Jesuit High Schools in Light of Religious Ecological Commitments …,2017,http://search.proquest.com/openview/723b5205cfc3d0f831e669d5e4b386be/1?pq-origsite=gscholar&cbl=18750&diss=y,NA
"E Cepuritis, J Ulme…",Development of Beach litter monitoring on the Latvian coastline: the citizen science PERSPECTIVE,2017,http://journals.ku.lt/index.php/RFDS/article/view/1406,NA
"JW Mallord, CJ Orsman, A Cristinacce, TJ Stowe…",Diet flexibility in a declining long‐distance migrant may allow it to escape the consequences of phenological mismatch with its caterpillar food supply,2017,http://onlinelibrary.wiley.com/doi/10.1111/ibi.12437/full,NA
"MS Silvia, EF Connor",Differences in meristems between monocots and dicots and susceptibility to attack by gall-inducing insects,2017,https://link.springer.com/article/10.1007/s11829-017-9502-z,NA
"JM Medlock, KM Hansford, AGC Vaux…",Distribution of the tick Dermacentor reticulatus in the United Kingdom,2017,http://onlinelibrary.wiley.com/doi/10.1111/mve.12235/full,NA
"NS Smith, IM Côté, L Martinez-Estevez…",Diversity and inclusion in conservation: a proposal for a marine diversity network,2017,https://www.frontiersin.org/article/10.3389/fmars.2017.00234/full,NA
"M Allan, A Deliège, S Nicolay, N Fagel",Does Belgian Holocene speleothem record solar forcing and cold events?,2017,http://orbi.ulg.ac.be/handle/2268/213231,NA
DITOs Consortium,Doing It Together Science: D5. 2 Phase 2 project evaluation,2017,http://discovery.ucl.ac.uk/1573355/1/DITOs-D5.2-20170830.pdf,NA
SW Metro,DRAFT FOR PRE-APPLICATION CONSULTATION,2017,https://tfw.gov.wales/sites/default/files/documents/Taffs%20Well%20Depot%20Pre-App%20Consultation%20-%20Preliminary%20Ecological%20Appraisal.pdf,NA
"KL Prudic, KP McFarland, JC Oliver, RA Hutchinson…",eButterfly: leveraging massive online citizen science for butterfly conservation,2017,http://www.mdpi.com/2075-4450/8/2/53htm,NA
"I Asaad, CJ Lundquist, MV Erdmann, MJ Costello",Ecological criteria to identify areas for biodiversity conservation,2017,https://www.sciencedirect.com/science/article/pii/S000632071630533X,NA
"E Stange, G Zulian, G Rusch, D Barton…",Ecosystem services mapping for municipal policy: ESTIMAP and zoning for urban beekeeping,2017,https://oneecosystem.pensoft.net/article_preview.php?id=14014,NA
S Shuttleworth,"Editorial annex: key findings and recommendations from the HERCULES research project, and the need for a landscape approach to enviromental governance",2017,http://www.tandfonline.com/doi/abs/10.1080/01426397.2017.1385751,NA
"BR Schöne, K Schmitt, M Maus",Effects of sample pretreatment and external contamination on bivalve shell and Carrara marble δ18O and δ13C signatures,2017,https://www.sciencedirect.com/science/article/pii/S0031018216306381,NA
"EB Dennis, BJT Morgan, SN Freeman, MS Ridout…",Efficient occupancy model-fitting for extensive citizen-science data,2017,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0174433,NA
"J Simmel, C Bässler, P Poschlod",Ellenberg indicator values for macromycetes–A methodological approach and first applications,2017,https://www.sciencedirect.com/science/article/pii/S1754504816301076,NA
"N LaLone, A Tapia, C Zobel, C Caraega…",Embracing human noise as resilience indicator: twitter as power grid correlate,2017,http://www.tandfonline.com/doi/abs/10.1080/23789689.2017.1328920,NA
"A Charles, D Armitage, F Berkes…","Emergence of community science as a transformative process in Port Mouton Bay, Canada",2017,https://www.taylorfrancis.com/books/e/9781317421283/chapters/10.4324%2F9781315688480-3,NA
"L Loucks, F Berkes, D Armitage…","EmErgEncE of community SciEncE aS a tranSformativE ProcESS in Port mouton Bay, canada",2017,https://books.google.com/books?hl=en&lr=&id=LkUlDwAAQBAJ&oi=fnd&pg=PA43&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+ireland+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=T8aSQSyJmW&sig=Y_JhPwsGFcynIkF1sPwi5YnQGVs,NA
"LS Reis, JTF Guimarães, PWM Souza-Filho…",Environmental and vegetation changes in southeastern Amazonia during the late Pleistocene and Holocene,2017,https://www.sciencedirect.com/science/article/pii/S1040618216312678,NA
L Fleskens,Environmental Assessment Techniques,2017,http://onlinelibrary.wiley.com/doi/10.1002/9781118786352.wbieg1089/full,NA
"K Ayeni, O Ayeni, MB Henson…","Environmental Audit and Re-assessment of Some Selected Regionally Important Geological/Geomorphological Sites in Knowsley, UK",2017,http://www.macrothink.org/journal/index.php/emsd/article/view/11111,NA
"SE Franks, DJT Douglas, S Gillings…",Environmental correlates of breeding abundance and population change of Eurasian Curlew Numenius arquata in Britain,2017,http://www.tandfonline.com/doi/abs/10.1080/00063657.2017.1359233,NA
"SA Poessel, EM Gese, JK Young",Environmental factors influencing the occurrence of coyotes and conflicts in urban areas,2017,https://www.sciencedirect.com/science/article/pii/S0169204616300895,NA
C Morris,Environmental knowledges and expertise,2017,http://onlinelibrary.wiley.com/doi/10.1002/9781118786352.wbieg0446/full,NA
"E Turak, I Harrison, D Dudgeon, R Abell, A Bush…",Essential Biodiversity Variables for measuring change in global freshwater biodiversity,2017,https://www.sciencedirect.com/science/article/pii/S0006320716303640,NA
AJ Garnello,Establishing the Role of Digital Repeat Photography in Understanding Phenology and Carbon Cycling in a Subarctic Peatland,2017,http://search.proquest.com/openview/4521a26439827de529dbbff12108bdbc/1?pq-origsite=gscholar&cbl=18750&diss=y,NA
"CJ Tansey, JD Hadfield, AB Phillimore",Estimating the ability of plants to plastically track temperature‐mediated shifts in the spring phenological optimum,2017,http://onlinelibrary.wiley.com/doi/10.1111/gcb.13624/full,NA
PGAL Nicolau,Estimating the spatio-temporal variation of bird phenology using citizen science data,2017,http://repositorio.ul.pt/handle/10451/31698,NA
J Lunn,Ethics in Geography Fieldwork,2017,http://onlinelibrary.wiley.com/doi/10.1002/9781118786352.wbieg0974/full,NA
"RF Comont, K Ashbrook",Evaluating promotional approaches for citizen science biological recording: bumblebees as a group versus Harmonia axyridis as a flagship for ladybirds,2017,https://link.springer.com/article/10.1007/s10526-016-9771-y,NA
M Peach,Evaluating the Role of Protected Areas in Mitigating Avian Responses to Climate and Land Use Change,2017,http://search.proquest.com/openview/f99e66e0cc283045b140e4bee92657a8/1?pq-origsite=gscholar&cbl=18750&diss=y,NA
"A López-Baucells, L Casanova, X Puig-Montserrat…",Evaluating the use of Myotis daubentonii as an ecological indicator in Mediterranean riparian habitats,2017,https://www.sciencedirect.com/science/article/pii/S1470160X16306495,NA
"B Brewin, K Hyder, AJ Andersson, O Billson…",Expanding aquatic observations through recreation,2017,https://www.frontiersin.org/articles/10.3389/fmars.2017.00351/abstract,NA
"M Matabos, M Hoeberechts, C Doya…","Expert, Crowd, Students or Algorithm: who holds the key to deep‐sea imagery 'big data'processing?",2017,http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12746/full,NA
"T Csörgő, P Fehérvári, Z Karcza, A Harnos",Exploratory analyses of migration timing and morphometrics of the Common Nightingale (Luscinia megarhynchos),2017,https://www.degruyter.com/view/j/orhu.2017.25.issue-2/orhu-2017-0019/orhu-2017-0019.xml,NA
"D Robinson, M Dodd, J Ansine",Exploring citizen science and inquiry learning through iSpotnature. org,2017,https://www.taylorfrancis.com/books/e/9781315458601/chapters/10.4324%2F9781315458618-13,NA
"P McAndrew, D Robinson, M Dodd, J Ansine",Exploring Citizen Science and Inquiry Learning Through Ispotnature. Org,2017,https://www.taylorfrancis.com/books/e/9781315458601/chapters/10.4324%2F9781315458618-6,NA
"V Seymour, MM Haklay",Exploring Engagement Characteristics and Behaviours of Environmental Volunteers,2017,https://theoryandpractice.citizenscienceassociation.org/articles/10.5334/cstp.66/,NA
"CC Ummenhofer, GA Meehl",Extreme weather and climate events with ecological relevance: a review,2017,http://rstb.royalsocietypublishing.org/content/372/1723/20160135.abstract,NA
"JSP Froidevaux, KL Boughey, KE Barlow…",Factors driving population recovery of the greater horseshoe bat (Rhinolophus ferrumequinum) in the UK: implications for conservation,2017,https://link.springer.com/article/10.1007/s10531-017-1320-1,NA
"J Parker, AJ Helmstetter, DS Devey, AST Papadopulos","Field-based species identification in eukaryotes using single molecule, real-time sequencing.",2017,https://www.biorxiv.org/content/early/2017/02/13/107656.abstract,NA
"K Matschoss, M Rask, T Aarrevaara, L d'Andrea…",Final Workshop and Summary Report D5. 3,2017,https://pe2020.eu/wp-content/uploads/2014/02/D5.3-Final-Workshop-and-Summary-report.pdf,NA
"E McGoff, F Dunn, LM Cachazo, P Williams…",Finding clean water habitats in urban landscapes: professional researcher vs citizen science approaches,2017,https://www.sciencedirect.com/science/article/pii/S0048969716326833,NA
"GWNM van Moorsel, FP Bennema…",First records of the sponge crab Dromia personata (Brachyura) in the Netherlands and its historical findings in the North Sea,2017,https://mbr.biomedcentral.com/articles/10.1186/s41200-017-0129-7,NA
"VJ Mascarenhas, D Voß…","Fjord light regime: Bio‐optical variability, absorption budget, and hyperspectral light availability in Sognefjord and Trondheimsfjord, Norway",2017,http://onlinelibrary.wiley.com/doi/10.1002/2016JC012610/full,NA
"D Ivanov, H Moller",Flip the Fleet: a Citizen Science Approach to Accelerating Uptake of Low Emission Vehicles in New Zealand,2017,http://flipthefleet.org/wp-content/uploads/2017/04/FtF_Project_Rationale_ed2.pdf,NA
"WJ Brownlie, HJ Woods, KE Waters, AL Moore…",Freshwater science for the benefit of society: a perspective from early career researchers,2017,http://www.tandfonline.com/doi/abs/10.1080/20442041.2017.1326793,NA
"M Camacho-Cervantes, A Ortega-Iturriaga, E del-Val",From effective biocontrol agent to successful invader: the harlequin ladybird (Harmonia axyridis) as an example of good ideas that could go wrong,2017,https://peerj.com/articles/3296/,NA
"C Dennis, BJT Morgan, DB Roy, TM Brereton",Full text document,2017,https://kar.kent.ac.uk/60360/1/urban.pdf,NA
"ARC Buchadas, AR Hof",Future breeding and foraging sites of a southern edge population of the locally endangered Black Guillemot Cepphus grylle,2017,http://www.tandfonline.com/doi/abs/10.1080/00063657.2017.1358251,NA
"J Mendel, H Riesch","Gadflies Biting Science Communication: Engagement, Tricksters, and Ambivalence Online",2017,http://journals.sagepub.com/doi/abs/10.1177/1075547017736068,NA
"P Yang, TL Ng",Gauging Through the Crowd: A Crowd‐Sourcing Approach to Urban Rainfall Measurement and Storm Water Modeling Implications,2017,http://onlinelibrary.wiley.com/doi/10.1002/2017WR020682/full,NA
"H Southall, P Aucott, C Fleet, T Pert…","GB1900: engaging the public in very large scale gazetteer construction from the Ordnance Survey “County Series” 1: 10,560 mapping of Great Britain",2017,http://www.tandfonline.com/doi/full/10.1080/15420353.2017.1307305,NA
"L Aylesworth, R Phoonsawat, P Suvanachai…",Generating spatial data for marine conservation and management,2017,https://link.springer.com/article/10.1007/s10531-016-1248-x,NA
"S Lucrezi, M Milanese, R Danovaro…","'Generation Nemo': motivations, satisfaction and career goals of marine biology students",2017,http://www.tandfonline.com/doi/abs/10.1080/00219266.2017.1385509,NA
"CJ Ferster, T Nelson, M Winters, K Laberee",Geographic age and gender representation in volunteered cycling safety data: a case study of BikeMaps. org,2017,https://www.sciencedirect.com/science/article/pii/S0143622817300929,NA
"NG Perlut, TC Klak, E Rakhimberdiev",Geolocator Data Reveal the Migration Route and Wintering Location of a Caribbean Martin (Progne dominicensis),2017,http://www.bioone.org/doi/abs/10.1676/16-142.1,NA
"F Cigna, D Tapete, K Lee",Geological hazards in the UNESCO World Heritage sites of the UK: From the global to the local scale perspective,2017,https://www.sciencedirect.com/science/article/pii/S0012825217300910,NA
"J Hadj-Hammou, S Loiselle, D Ophof, I Thornhill",Getting the full picture: Assessing the complementarity of citizen science and agency monitoring data,2017,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0188507,NA
"BE Emmett, M Abdalla, S Anthony, S Astbury, T August…",Glastir Monitoring & Evaluation Programme. Final report,2017,http://nora.nerc.ac.uk/id/eprint/518194/,NA
