title,author,documentURL,database,year,search_venue
Understanding the Perspectives of Refugee Unaccompanied Minors Using a Computer-Assisted Interview,"Lawrence, Jeanette A;Kaplan, Ida;Collard, Amy H",https://search.proquest.com/docview/1779359670?accountid=14507,Social Science Premium Collection,2016,ProQuest
Examining Philosophy of Technology Using Grounded Theory Methods,"Webster, Mark David",https://search.proquest.com/docview/1779359744?accountid=14507,Social Science Premium Collection,2016,ProQuest
Embodying Critical and Corporeal Methodology: Digital Storytelling With Young Women in Eating Disorder Recovery,"LaMarre, Andrea;Rice, Carla",https://search.proquest.com/docview/1779359752?accountid=14507,Social Science Premium Collection,2016,ProQuest
Australia's rank drops from 30th to 60th for global internet speeds,CIOL Writers,https://search.proquest.com/docview/1798949269?accountid=14507,SciTech Premium Collection,2016,ProQuest
Cold spring means late blackberries [Eire Region],NA,https://search.proquest.com/docview/1807856301?accountid=14507,European Newsstream,2016,ProQuest
Cold spring means late blackberries [Scot Region],NA,https://search.proquest.com/docview/1807856352?accountid=14507,European Newsstream,2016,ProQuest
Cold spring means late blackberries,NA,https://search.proquest.com/docview/1807856637?accountid=14507,European Newsstream,2016,ProQuest
Cold spring means late blackberries [Edition 2],NA,https://search.proquest.com/docview/1807856851?accountid=14507,European Newsstream,2016,ProQuest
Computer Analysis of Qualitative Data in Literature and Research Performed by Polish Sociologists,"Niedbalski, Jakub;Izabela ?l?zak",https://search.proquest.com/docview/1826447096?accountid=14507,Social Science Premium Collection,2016,ProQuest
"Creating ""the Field"": Glocality, Relationality and Transformativity","Næss, Hans Erik",https://search.proquest.com/docview/1826447156?accountid=14507,Social Science Premium Collection,2016,ProQuest
Ethics Reviews in the Social and Cultural Sciences? A Sociological and Anthropological Contribution to the Debate,"Hella von Unger;Dilger, Hansjörg;Schönhuth, Michael",https://search.proquest.com/docview/1826447190?accountid=14507,Social Science Premium Collection,2016,ProQuest
Characteristics of participatory monitoring projects and their relationship to decision-making in biological resource management: a review,"Villaseñor, Emma;Porter-bolland, Luciana;Escobar, Federico;Guariguata, Manuel R;Moreno-casasola, Patricia",https://search.proquest.com/docview/1812699021?accountid=14507,SciTech Premium Collection,2016,ProQuest
A comparative analysis of ecosystem services valuation approaches for application at the local scale and in data scarce regions,"Pandeya, B;Buytaert, W;Zulkafli, Z;Karpouzoglou, T;Mao, F;Hannah, D M",https://search.proquest.com/docview/2000373274?accountid=14507,SciTech Premium Collection,2016,ProQuest
Rock star brightens up bleak midwinter,"Winter, Stuart",https://search.proquest.com/docview/1854378015?accountid=14507,European Newsstream,2017,ProQuest
Review: Helene Feichter (2015). Schülerinnen und Schüler erforschen Schule. Möglichkeiten und Grenzen [Pupils Investigate Schools. Options and Obstacles],"Wöhrer, Veronika",https://search.proquest.com/docview/1859521499?accountid=14507,Social Science Premium Collection,2017,ProQuest
Amateur Science in Activist Performance: Towards a Slow Science,"Parry, Simon",https://search.proquest.com/docview/1896083790?accountid=14507,Humanities Index,2017,ProQuest
Amateur Science in Activist Performance: Towards a Slow Science.,"Parry, Simon",https://search.proquest.com/docview/1909674068?accountid=14507,Humanities Index,2017,ProQuest
Evaluating Relevance and Reliability of Twitter Data for Risk Communication,"Liu, Xiaohui",https://search.proquest.com/docview/1954088668?accountid=14507,ProQuest Dissertations & Theses A&I,2017,ProQuest
"Geocraft as a Means to Support the Development of Smart Cities, Getting the People of the Place Involved - Youth Included -","Scholten, Henk",https://search.proquest.com/docview/1961433427?accountid=14507,ABI/INFORM Global,2017,ProQuest
An evaluation tool kit of air quality micro-sensing units,"Fishbain, Barak;Lerner, Uri;Castell, Nuria;Cole-Hunter, Tom;Popoola, Olalekan;Broday, David M;Tania Martinez Iñiguez;Nieuwenhuijsen, Mark;Jovasevic-Stojanovic, Milena;Topalovic, Dusan;Jones, Roderic L;Galea, Karen S;Etzion, Yael;Kizel, Fadi;Golumbic, Yaela N;Baram-Tsabari, Ayelet;Yacobi, Tamar;Drahler, Dana;Robinson, Johanna A;Kocman, David;Horvat, Milena;Svecova, Vlasta;Arpaci, Alexander;Bartonova, Alena",https://search.proquest.com/docview/2000280965?accountid=14507,SciTech Premium Collection,2017,ProQuest
Formalized classification of European fen vegetation at the alliance level,"Peterka, Tomáš;Hájek, Michal;Jiroušek, Martin;Jiménez-Alfaro, Borja;Aunina, Liene;Bergamini, Ariel;Daniel DítÄ;Felbaba-Klushyna, Ljuba;Graf, Ulrich;Hájková, Petra;Hettenbergerová, Eva;Ivchenko, Tatiana G;Jansen, Florian;Koroleva, Natalia E;Lapshina, Elena D;Predrag M. LazareviÄ;Moen, Asbjørn;Napreenko, Maxim G;Pawlikowski, Paweł;Plesková, Zuzana;Sekulová, Lucia;Smagin, Viktor A;Tahvanainen, Teemu;Thiele, Annett;Claudia BiÅ£Ç-Nicolae;Biurrun, Idoia;Brisse, Henry;Renata Äušterevska;De Bie, Els;JÃ¶rg Ewald;Ãna FitzPatrick;Font, Xavier;Jandt, Ute;cki, Zygmunt KÄ;Kuzemko, Anna;Landucci, Flavia;Moeslund, Jesper E;Pérez-Haase, Aaron;Rašomavičius, Valerijus;Rodwell, John S;Joop H.J. Schaminée;ilc, Urban Å;Zvjezdana StančiÄ;Chytrý, Milan",https://search.proquest.com/docview/2020892914?accountid=14507,SciTech Premium Collection,2017,ProQuest
Can assimilation of crowdsourced data in hydrological modelling improve flood prediction?,"Mazzoleni, Maurizio;Verlaan, Martin;Alfonso, Leonardo;Monego, Martina;Norbiato, Daniele;Ferri, Miche;Solomatine, Dimitri P",https://search.proquest.com/docview/1867797126?accountid=14507,SciTech Premium Collection,2017,ProQuest
Representing Crowd Knowledge: Guidelines for Conceptual Modeling of User-generated Content,"Lukyanenko, Roman;Wiersma, Yolanda;Huber, Benjamin;Parsons, Jeffrey;Wachinger, Gisela;Meldt, Robert",https://search.proquest.com/docview/1897778243?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection",2017,ProQuest
Winter range expansion of a hummingbird is associated with urbanization and supplementary feeding,"Greig, Emma I;Wood, Eric M;Bonter, David N",https://search.proquest.com/docview/1983936778?accountid=14507,SciTech Premium Collection,2017,ProQuest
Fragmentation in the clouds? The population genetics of the native bee Partamona bilineata (Hymenoptera: Apidae: Meliponini) in the cloud forests of Guatemala,"Landaverde-gonzález, Patricia;Enríquez, Eunice;Ariza, María A;Murray, Tomás;Paxton, Robert J;Husemann, Martin",https://search.proquest.com/docview/1899828998?accountid=14507,SciTech Premium Collection,2017,ProQuest
Potential for coupling the monitoring of bush-crickets with established large-scale acoustic monitoring of bats,"Newson, Stuart E;Bas, Yves;Murray, Ash;Gillings, Simon",https://search.proquest.com/docview/1936475784?accountid=14507,SciTech Premium Collection,2017,ProQuest
Tracking CMEs using data from the Solar Stormwatch project; observing deflections and other properties,"Jones, Shannon R;Barnard, Luke A;Scott, Christopher J;Owens, Mathew J;Wilkinson, Julia",https://search.proquest.com/docview/1950441112?accountid=14507,SciTech Premium Collection,2017,ProQuest
Involving lay People in Research and Professional Development Through Gaming: A Systematic Mapping Review,"Magnussen, Rikke",https://search.proquest.com/docview/1967727694?accountid=14507,SciTech Premium Collection,2017,ProQuest
An operational definition of essential biodiversity variables,"Schmeller, Dirk S;Mihoub, Jean-baptiste;Bowser, Anne;Arvanitidis, Christos;Costello, Mark J;Fernandez, Miguel;Geller, Gary N;Hobern, Donald;Kissling, W Daniel;Regan, Eugenie;Saarenmaa, Hannu;Turak, Eren;Isaac, Nick J; B",https://search.proquest.com/docview/1947781074?accountid=14507,SciTech Premium Collection,2017,ProQuest
It's For the Birds,"Carraway, Georgia;Kirsch, Sidney;Breuer, Lucy",https://search.proquest.com/docview/1952423512?accountid=14507,Social Science Premium Collection,2017,ProQuest
Measuring and Developing Ecological Literacy to Conserve the Critically Endangered Mariana Crow,"Cook, Emily Louina",https://search.proquest.com/docview/2050634890?accountid=14507,ProQuest Dissertations & Theses A&I,2018,ProQuest
The need for coordinated transdisciplinary research infrastructures for pollinator conservation and crop pollination resilience,"Bartomeus, Ignasi;Dicks, Lynn",https://search.proquest.com/docview/2031658187?accountid=14507,SciTech Premium Collection,2018,ProQuest
Epistemology beyond the brain,"Weissenberger, Lynnsey K;Budd, John M;Herold, Ken R",https://search.proquest.com/docview/2025312085?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection,Social Science Premium Collection",2018,ProQuest
Substitutable habitats? The biophysical and anthropogenic drivers of an exotic bird's distribution,"Davis, Amélie Y;Malas, Nur;Minor, Emily S",https://search.proquest.com/docview/1476558390?accountid=14507,SciTech Premium Collection,2014,ProQuest
Global LTE Subscribers Market Q1 2014 Development Report,NA,https://search.proquest.com/docview/1502242463?accountid=14507,"Accounting, Tax & Banking Collection,European Newsstream",2014,ProQuest
Long-Term Citizen-Collected Data Reveal Geographical Patterns and Temporal Trends in Lake Water Clarity,"Lottig, Noah R;Wagner, Tyler;Emily Norton Henry;Kendra Spence Cheruvelil;Webster, Katherine E;Downing, John A;Stow, Craig A",https://search.proquest.com/docview/1520143204?accountid=14507,SciTech Premium Collection,2014,ProQuest
Current Development of the Global LTE Subscriber Market 2Q 2014 Research Report,NA,https://search.proquest.com/docview/1527400183?accountid=14507,"Accounting, Tax & Banking Collection,European Newsstream",2014,ProQuest
Durham Zoo: Powering a Search-&amp;-Innovation Engine with Collective Intelligence,"Absalom, Richard;Hartmann, Dap",https://search.proquest.com/docview/1659031584?accountid=14507,"ABI/INFORM Global,Social Science Premium Collection",2014,ProQuest
Context-Specific Positioning: A Research Method and an Analysis Strategy Based on the Example of a Minority Teacher,"Varga, Vesna;Munsch, Chantal",https://search.proquest.com/docview/1604029022?accountid=14507,Social Science Premium Collection,2014,ProQuest
One Bird in the Hand ...: The Local Organization of Surveys and Qualitative Data,"Margarian, Anne",https://search.proquest.com/docview/1604040352?accountid=14507,Social Science Premium Collection,2014,ProQuest
Human visual identification of individual Andean bears Tremarctos ornatus,"Horn, Russell C. Van;Zug Becky;LaCombe Corrin;Velez-Liendo Ximena;Paisley, Susanna",https://search.proquest.com/docview/2000000617?accountid=14507,SciTech Premium Collection,2014,ProQuest
Crowdsourcing: a comprehensive literature review,"Hossain, Mokter;Kauranen, Ilkka",https://search.proquest.com/docview/1683504997?accountid=14507,"ABI/INFORM Global,Entrepreneurship Database",2015,ProQuest
"Essays on Achieving Success in Peer Production: Contributor Management, Best Practice Transfer and Inter-Community Relationships","Zhu, Haiyi",https://search.proquest.com/docview/1774013724?accountid=14507,ProQuest Dissertations & Theses A&I,2015,ProQuest
A butterfly flaps its wings in Iraq ...,"Barnes, Simon",https://search.proquest.com/docview/1657129858?accountid=14507,European Newsstream,2015,ProQuest
Open Science lernen und lehren: FOSTER Portal stellt Materialien und Kurse bereit,"Orth, Astrid;Schmidt, Birgit",https://search.proquest.com/docview/2009611983?accountid=14507,"SciTech Premium Collection,Social Science Premium Collection",2015,ProQuest
"Snapshot Serengeti, high-frequency annotated camera trap images of 40 mammalian species in an African savanna","Swanson, Alexandra;Kosmala, Margaret;Lintott, Chris;Simpson, Robert;Smith, Arfon;Packer, Craig",https://search.proquest.com/docview/1790123485?accountid=14507,SciTech Premium Collection,2015,ProQuest
Foodfunding: Weird and wonderful culinary projects that need your money,"Duggins, Alexi",https://search.proquest.com/docview/1691161455?accountid=14507,European Newsstream,2015,ProQuest
The roles and contributions of Biodiversity Observation Networks (BONs) in better tracking progress to 2020 biodiversity targets: a European case study,"Wetzel, Florian T;Saarenmaa, Hannu;Regan, Eugenie;Martin, Corinne S;Mergen, Patricia;Smirnova, Larissa;Éamonn Ã Tuama;García Camacho, Francisco A;Hoffmann, Anke;Vohland, Katrin;Christoph L. HÃ¤user",https://search.proquest.com/docview/1999999874?accountid=14507,SciTech Premium Collection,2015,ProQuest
Dear Critics: Addressing Concerns and Justifying the Benefits of Photography as a Research Method,"Miller, Kyle Elizabeth",https://search.proquest.com/docview/1720067645?accountid=14507,Social Science Premium Collection,2015,ProQuest
Asia Pacific Telecommunications Insight - October 2015,NA,https://search.proquest.com/docview/1709614410?accountid=14507,SciTech Premium Collection,2015,ProQuest
The dynamic process and microscopic mechanism of extraordinary terahertz transmission through perforated superconducting films,"Wu, J B;Zhang, X;Jin, B B;Liu, H T;Chen, Y H;Li, Z Y;Zhang, C H;Kang, L;Xu, W W;Chen, J;Wang, H B;Tonouchi, M;Wu, P H",https://search.proquest.com/docview/1899788571?accountid=14507,SciTech Premium Collection,2015,ProQuest
Separation of transglutaminase by thermo-responsive affinity precipitation using l-thyroxin as ligand,"Li, Sipeng;Ding, Zhaoyang;Cao, Xuejun",https://search.proquest.com/docview/1756907888?accountid=14507,SciTech Premium Collection,2016,ProQuest
"Spatial and temporal trends in summertime climate and water quality indicators in the coastal embayments of Buzzards Bay, Massachusetts","Rheuban, J E;Williamson, S;Costa, J E;Glover, D M;Jakuba, R W;McCorkle, D C;Neill, C;Williams, T;Doney, S C",https://search.proquest.com/docview/1770227666?accountid=14507,SciTech Premium Collection,2016,ProQuest
Realization of High Dynamic Range Imaging in the GLORIA Network and Its Effect on Astronomical Measurement,"Vitek, Stanislav;Pata, Petr",https://search.proquest.com/docview/1776059584?accountid=14507,SciTech Premium Collection,2016,ProQuest
"""Contextualized VGI"" Creation and Management to Cope with Uncertainty and Imprecision","Bordogna, Gloria;Frigerio, Luca;Kliment, Tomas;Brivio, Pietro Alessandro;Hossard, Laure;Manfron, Giacinto;Sterlacchini, Simone",https://search.proquest.com/docview/1858303370?accountid=14507,SciTech Premium Collection,2016,ProQuest
An Integrative Approach to Understanding Hybrid Zone Movement and Introgression in &lt;i&gt;Sphyrapicus&lt;/i&gt; Woodpeckers,"Billerman, Shawn M.",https://search.proquest.com/docview/1894179475?accountid=14507,"ProQuest Dissertations & Theses A&I,SciTech Premium Collection",2016,ProQuest
A prototype system for multilingual data discovery of International Long-Term Ecological Research (ILTER) Network data,"Vanderbilt, Kristin;Porter, John H;Sheng-Shan, Lu;Bertrand, Nic;Blankman, David;Guo, Xuebing;He, Honglin;Henshaw, Don;Jeong, Karpjoo;Kim, Eun-Shik;Chau-Chin, Lin;O'Brien, Margaret;Osawa, Takeshi;Éamonn Ã Tuama;Su, Wen;Yang, Haibo",https://search.proquest.com/docview/2000377557?accountid=14507,SciTech Premium Collection,2016,ProQuest
Smartphone app and IoT support conservation work with fishermen in the Philippines,NA,https://search.proquest.com/docview/1760337517?accountid=14507,"Accounting, Tax & Banking Collection,European Newsstream",2016,ProQuest
A Rapid Forest Assessment Method for Multiparty Monitoring Across Landscapes,"Davis, Cory R;Belote, R Travis;Williamson, Matthew A;Larson, Andrew J;Esch, Bryce E",https://search.proquest.com/docview/1780137290?accountid=14507,SciTech Premium Collection,2016,ProQuest
Middle East &amp; Africa Telecommunications Insight - April 2016,NA,https://search.proquest.com/docview/1770467568?accountid=14507,SciTech Premium Collection,2016,ProQuest
Jellyfish jelly press and jelly perception,"Vandendriessche, Sofie;Vansteenbrugge, Lies;Derweduwen, Jozefien;Maelfait, Hannelore;Hostens, Kris",https://search.proquest.com/docview/1775309709?accountid=14507,SciTech Premium Collection,2016,ProQuest
Ten simple rules for digital data storage,"Hart, Edmund;Barmby, Pauline;LeBauer, David;Michonneau, François;Mount, Sarah;Mulrooney, Patrick;Poisot, Timothée;Woo, Kara H;Zimmerman, Naupaka;Hollister, Jeffrey W",https://search.proquest.com/docview/1954806731?accountid=14507,SciTech Premium Collection,2016,ProQuest
Asia Pacific Telecommunications Insight - June 2016,NA,https://search.proquest.com/docview/1787144803?accountid=14507,SciTech Premium Collection,2016,ProQuest
Coupled range dynamics of brood parasites and their hosts responding to climate and vegetation changes.,"Péron, Guillaume;Altwegg, Res;Jamie, Gabriel A;Spottiswoode, Claire N",https://search.proquest.com/docview/1811296593?accountid=14507,SciTech Premium Collection,2016,ProQuest
Asia Pacific Telecommunications Insight - September 2016,NA,https://search.proquest.com/docview/1817094368?accountid=14507,SciTech Premium Collection,2016,ProQuest
"The Effects of Video Recording on Office Workers' Conduct, and the Validity of Video Data for the Study of Naturally-Occurring Interactions","Tuncer, Sylvaine",https://search.proquest.com/docview/1826447119?accountid=14507,Social Science Premium Collection,2016,ProQuest
Processes of Illegalized Migration from the Perspective of Biographical Research and Figurational Sociology: The Land Border Between Spain and Morocco,"Rosenthal, Gabriele;Bahl, Eva;Worm, Arne",https://search.proquest.com/docview/1837031802?accountid=14507,Social Science Premium Collection,2016,ProQuest
Coupled range dynamics of brood parasites and their hosts responding to climate and vegetation changes,"Péron, Guillaume;Res Altwegg;Jamie, Gabriel A;Spottiswoode, Claire N",https://search.proquest.com/docview/2000130268?accountid=14507,SciTech Premium Collection,2016,ProQuest
Rapid spread of Harmonia axyridis in Chile and its effects on local coccinellid biodiversity,"Grez, Audrey A;Zaviezo, Tania;Roy, Helen E;Brown, Peter M J;Bizama, Gustavo",https://search.proquest.com/docview/2000176817?accountid=14507,SciTech Premium Collection,2016,ProQuest
Asia Pacific Telecommunications Insight - October 2016,NA,https://search.proquest.com/docview/1817104821?accountid=14507,SciTech Premium Collection,2016,ProQuest
Mapping marine debris across coastal communities in Belize: developing a baseline for understanding the distribution of litter on beaches using geographic information systems,"Bennett-martin, Paulita;Visaggi, Christy C;Hawthorne, Timothy L",https://search.proquest.com/docview/1824179967?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection",2016,ProQuest
Plant Distribution Data Show Broader Climatic Limits than Expert-Based Climatic Tolerance Estimates,"Curtis, Caroline A;Bradley, Bethany A",https://search.proquest.com/docview/1842135379?accountid=14507,SciTech Premium Collection,2016,ProQuest
Working relationally in and across practices: A cultural-historical approach to collaboration,NA,https://search.proquest.com/docview/1912309098?accountid=14507,PsycINFO,2017,ProQuest
Encounters with Authority: Tactics and Negotiations at the Periphery of Participatory Platforms,"Mugar, Gabriel",https://search.proquest.com/docview/1930903737?accountid=14507,ProQuest Dissertations & Theses A&I,2017,ProQuest
"Making Cultures: Politics of Inclusion, Accessibility, and Empowerment at the Margins of the Maker Movement","Foster, Ellen Kathleen",https://search.proquest.com/docview/1970758330?accountid=14507,ProQuest Dissertations & Theses A&I,2017,ProQuest
Assessing the global distribution of river fisheries harvest: a systematic map protocol,"Romulo, Chelsie L;Basher, Zeenatul;Lynch, Abigail J;Yu-Chun, Kao;Taylor, William W",https://search.proquest.com/docview/1973063756?accountid=14507,SciTech Premium Collection,2017,ProQuest
The Dynamics of Arrivals of Maine Migratory Breeding Birds: Results from a 24-Year Study,"Wilson, W Herbert",https://search.proquest.com/docview/1988924036?accountid=14507,SciTech Premium Collection,2017,ProQuest
Cuckoo as indicator of high functional diversity of bird communities: A new paradigm for biodiversity surrogacy,"Morelli, Federico;Anders Pape Møller;Nelson, Emma;Benedetti, Yanina;Tichit, Muriel;ímová, Petra Å;Jerzak, Leszek;Moretti, Marco;Tryjanowski, Piotr",https://search.proquest.com/docview/2000434854?accountid=14507,SciTech Premium Collection,2017,ProQuest
Networking the Canon: Reconstituting the American Literature Canon through Online Distribution Systems,"Champagne, Ashley Marian",https://search.proquest.com/docview/2023535441?accountid=14507,ProQuest Dissertations & Theses A&I,2017,ProQuest
'The universe isn't behaving as expected',"Curtis, Nick",https://search.proquest.com/docview/1881030503?accountid=14507,European Newsstream,2017,ProQuest
Professor Brian Cox: can science survive in our post-truth world?,NA,https://search.proquest.com/docview/1881324700?accountid=14507,European Newsstream,2017,ProQuest
A distribution and taxonomic reference dataset of Geranium in the New World,"Aedo, Carlos;Pando, Francisco",https://search.proquest.com/docview/1886312693?accountid=14507,SciTech Premium Collection,2017,ProQuest
Core-Shell Structure of Intermediate Precipitates in a Nb-Based Z-Phase Strengthened 12% Cr Steel,"Rashidi, Masoud;Andrén, Hans-Olof;Liu, Fang",https://search.proquest.com/docview/1891693107?accountid=14507,SciTech Premium Collection,2017,ProQuest
The structure of flower visitor networks in relation to pollination across an agricultural to urban gradient,"Theodorou, Panagiotis;Albig, Karoline;Radzeviciut, Rita;Settele, Josef;Schweiger, Oliver;Murray, Tomás E;Paxton, Robert J",https://search.proquest.com/docview/1958544567?accountid=14507,SciTech Premium Collection,2017,ProQuest
Increasing phenological asynchrony between spring green-up and arrival of migratory birds,"Mayor, Stephen J;Guralnick, Robert P;Tingley, Morgan W;Otegui, Javier;Withey, John C;Elmendorf, Sarah C;Andrew, Margaret E;Leyk, Stefan;Pearse, Ian S;Schneider, David C",https://search.proquest.com/docview/1963162427?accountid=14507,SciTech Premium Collection,2017,ProQuest
"Angler apps as a source of recreational fisheries data: opportunities, challenges and proposed standards","Venturelli, Paul A;Hyder, Kieran;Skov, Christian",https://search.proquest.com/docview/2020893880?accountid=14507,SciTech Premium Collection,2017,ProQuest
Testing the current paradigm for space weather prediction with heliospheric imagers,"Barnard, Luke A;Koning, Curt A;Scott, Christopher J;Owens, Mathew J;Wilkinson, Julia;Davies, Jackie A",https://search.proquest.com/docview/1919122272?accountid=14507,SciTech Premium Collection,2017,ProQuest
Essential Biodiversity Variables for measuring change in global freshwater biodiversity,"Turak, Eren;Harrison, Ian;Dudgeon, David;Abell, Robin;Bush, Alex;Darwall, William;Finlayson, C Max;Ferrier, Simon;JÃ¶rg Freyhof;Hermoso, Virgilio;Juffe-Bignoli, Diego;Linke, Simon;Nel, Jeanne;Patricio, Harmony C;Pittock, Jamie;Raghavan, Rajeev;Revenga, Carmen;Simaika, John P;De Wever, Aaike",https://search.proquest.com/docview/2000586608?accountid=14507,SciTech Premium Collection,2017,ProQuest
Monitoring the biodiversity of regions: Key principles and possible pitfalls,"Buckland, S T;Johnston, A",https://search.proquest.com/docview/2000551211?accountid=14507,SciTech Premium Collection,2017,ProQuest
Microplastics in the Antarctic marine system: An emerging area of research,"Waller, Catherine L;Griffiths, Huw J;Waluda, Claire M;Thorpe, Sally E;Loaiza, Iván;Moreno, Bernabé;Pacherres, Cesar O;Hughes, Kevin A",https://search.proquest.com/docview/2000361983?accountid=14507,SciTech Premium Collection,2017,ProQuest
Sweat bees on hot chillies: provision of pollination services by native bees in traditional slash-and-burn agriculture in the Yucatán Peninsula of tropical Mexico,"Landaverde-Gonzalez, Patricia;Quezada-Euan, José Javier G;Theodorou, Panagiotis;Murray, Tomás E;Husemann, Martin;Ayala, Ricardo;Moo-Valle, Humberto;Vandame, Rémy;Paxton, Robert J",https://search.proquest.com/docview/1963788421?accountid=14507,SciTech Premium Collection,2017,ProQuest
Deal Making Slowed a Bit in 2017,"Milliot, Jim",https://search.proquest.com/docview/1979063884?accountid=14507,"ABI/INFORM Global,Social Science Premium Collection",2017,ProQuest
Comment on “Can assimilation of crowdsourced data in hydrological modelling improve flood prediction?” by Mazzoleni et al. (2017),"Viero, Daniele P",https://search.proquest.com/docview/1986062537?accountid=14507,SciTech Premium Collection,2018,ProQuest
Polystyrene-Supported Acyclic Diaminocarbene Palladium Complexes in Sonogashira Cross-Coupling: Stability vs. Catalytic Activity,"Mikhaylov, Vladimir N;Sorokoumov, Viktor N;Denis Martin Liakhov;Tskhovrebov, Alexander G;Balova, Irina A",https://search.proquest.com/docview/2041576884?accountid=14507,SciTech Premium Collection,2018,ProQuest
Fusing Satellite Data to Monitor the Urban Area's Effect on Plant Phenology,"Gervais, Norman",https://search.proquest.com/docview/2049764616?accountid=14507,ProQuest Dissertations & Theses A&I,2018,ProQuest
10 years of the World Register of Marine Species (WoRMS): where do we stand &amp;amp; where are we heading?,"Vandepitte, Leen;Vanhoorne, Bart;Decock, Wim;Lanssens, Thomas;Dekeyzer, Stefanie;Verfaille, Kevin;Hernandez, Francisco;Horton, Tammy;Kroh, Andreas",https://search.proquest.com/docview/2013413306?accountid=14507,SciTech Premium Collection,2018,ProQuest
Global mapping of potential natural vegetation: an assessment of Machine Learning algorithms for estimating land potential,"Hengl, Tomislav;Walsh, Markus G;Sanderman, Jonathan;Wheeler, Ichsani;Harrison, Sandy P;Prentice, Iain C",https://search.proquest.com/docview/2019972726?accountid=14507,SciTech Premium Collection,2018,ProQuest
Development of the Kazakhstan Y-chromosome haplotype reference database: analysis of 27 Y-STR in Kazakh population,"Zhabagin, Maxat;Sarkytbayeva, Aliya;Tazhigulova, Inkar;Yerezhepov, Dauren;Li, Svetlana;Akilzhanov, Rakhmetolla;Alibek Yeralinov;Sabitov, Zhaxylyk;Akilzhanova, Ainur",https://search.proquest.com/docview/2042952591?accountid=14507,"SciTech Premium Collection,Social Science Premium Collection",2018,ProQuest
Unlocking biodiversity data: Prioritization and filling the gaps in biodiversity observation data in Europe,"Wetzel, Florian T;Christoph L. HÃ¤user;Martin, Corinne S;Schmeller, Dirk S;Saarenmaa, Hannu;Bingham, Heather C;Tonkin, Jonathan D;Penev, Lyubomir;Kuhlmann, Michael;Haase, Peter;Groom, Quentin;Stoll, Stefan;Robertson, Tim;KÃµljalg, Urmas",https://search.proquest.com/docview/2045779882?accountid=14507,SciTech Premium Collection,2018,ProQuest
Boundary spanning at the science–policy interface: the practitioners’ perspectives,"Bednarek, A T;Wyborn, C;Cvitanovic, C;Meyer, R;Colvin, R M;Addison, P F E;Close, S L;Curran, K;Farooque, M;Goldman, E;Hart, D;Mannix, H;McGreavy, B;Parris, A;Posner, S;Robinson, C;Ryan, M;Leith, P",https://search.proquest.com/docview/2019065548?accountid=14507,"ABI/INFORM Global,SciTech Premium Collection",2018,ProQuest
Citizen science puts dots on Ireland's wildlife map,"Viney, Michael",https://search.proquest.com/docview/1503164090?accountid=14507,European Newsstream,2014,ProQuest
Can coarse-grain patterns in insect atlas data predict local occupancy?,"Barwell, Louise J;Azaele, Sandro;Kunin, William E;Isaac, Nick JB",https://search.proquest.com/docview/1547853013?accountid=14507,SciTech Premium Collection,2014,ProQuest
Can trait-based analyses of changes in species distribution be transferred to new geographic areas?,"Powney, Gary D;Preston, Christopher D;Purvis, Andy;Van Landuyt, Wouter;Roy, David B",https://search.proquest.com/docview/1560104518?accountid=14507,SciTech Premium Collection,2014,ProQuest
Cnidaria in UK coastal waters: description of spatio-temporal patterns and inter-annual variability,"Pikesley, Stephen K;Godley, Brendan J;Ranger, Sue;Richardson, Peter B;Witt, Matthew J",https://search.proquest.com/docview/1566424491?accountid=14507,SciTech Premium Collection,2014,ProQuest
Achieving positive social outcomes through participatory urban wildlife conservation projects,"Hobbs, Sarah J;White, Piran C L",https://search.proquest.com/docview/1803082744?accountid=14507,SciTech Premium Collection,2015,ProQuest
Spring is in the air,NA,https://search.proquest.com/docview/1649318010?accountid=14507,European Newsstream,2015,ProQuest
Developing and enhancing biodiversity monitoring programmes: a collaborative assessment of priorities,"Pocock, Michael J O;Newson, Stuart E;Henderson, Ian G;Peyton, Jodey;Sutherland, William J;Noble, David G;Ball, Stuart G;Beckmann, Björn C;Biggs, Jeremy;Brereton, Tom;Bullock, David J;Buckland, Stephen T;Edwards, Mike;Eaton, Mark A;Harvey, Martin C;Hill, Mark O;Horlock, Martin;Hubble, David S;Julian, Angela M;Mackey, Edward C;Mann, Darren J;Marshall, Matthew J;Medlock, Jolyon M;O'Mahony, Elaine M;Pacheco, Marina;Porter, Keith;Prentice, Steve;Procter, Deborah A;Roy, Helen E;Southway, Sue E;Shortall, Chris R;Stewart, Alan J A;Wembridge, David E;Wright, Mark A;Roy, David B",https://search.proquest.com/docview/1686450874?accountid=14507,SciTech Premium Collection,2015,ProQuest
The Biological Records Centre: a pioneer of citizen science,"Pocock, Michael J O;Roy, Helen E;Preston, Chris D;Roy, David B",https://search.proquest.com/docview/1688990381?accountid=14507,SciTech Premium Collection,2015,ProQuest
